Name	Note	Gender	Adjective - 1	Adjective - 2	Adjective	Age	Apparent Age	Area of Influence	Blood Potency	Clan	Current Age	Derangements	Elements	Emotions	Factions_IntoTheBlack	Humanity	Morality -  Human Norm	Nouns	Numina	Power	Rank (Status)	Sexual Orientation	Spirit Rank	Status	Striking Looks	Vice	Virtue	Wing	Derangements - 1950s	Morality - 1950s	Arcana	Country	Fate Strands	Hero Status	Social Status	Sorcery	Swordsman School	Villainous Hubris	Villainous Wiles	Derangements - Alkarin	Group affiliation	Morality - Alkarin	Nationality	Race	Power Chance	Location	
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Female																																													
Placeholder		Female																																													
Placeholder		Male																																													
Placeholder		Male																																													
Placeholder		Male																																													
